FID,the_geom,LAYER,BUILDING_M,BUILDING_U,BUILDING_A
building_map_dom_points.20992,POINT (-61.31859279464466 15.261654277252411),Unknown Point Feature,B__20992,Unknown,?
building_map_dom_points.20993,POINT (-61.37645679542976 15.262017594756703),Unknown Point Feature,B__20993,Unknown,?
building_map_dom_points.20994,POINT (-61.37631368842542 15.26204367178945),Unknown Point Feature,B__20994,Unknown,?
building_map_dom_points.20995,POINT (-61.37708890082394 15.262022172254065),Unknown Point Feature,B__20995,Unknown,?
building_map_dom_points.20996,POINT (-61.37619818118008 15.262006683573674),Unknown Point Feature,B__20996,Unknown,?
building_map_dom_points.20997,POINT (-61.3758506869533 15.262022241715966),Unknown Point Feature,B__20997,Unknown,?
building_map_dom_points.20998,POINT (-61.37671187180773 15.262019442149622),Unknown Point Feature,B__20998,Unknown,?
building_map_dom_points.20999,POINT (-61.37591592191066 15.262013676515306),Unknown Point Feature,B__20999,Unknown,?
building_map_dom_points.21000,POINT (-61.37611232148356 15.26189760712444),Unknown Point Feature,B__21000,Unknown,?
building_map_dom_points.21001,POINT (-61.37391793247448 15.261944964027238),Unknown Point Feature,B__21001,Unknown,?
building_map_dom_points.21002,POINT (-61.37717317104869 15.261959517254546),Unknown Point Feature,B__21002,Unknown,?
building_map_dom_points.21003,POINT (-61.376742891117686 15.261920250185556),Unknown Point Feature,B__21003,Unknown,?
building_map_dom_points.21004,POINT (-61.37588896659391 15.26188695103475),Unknown Point Feature,B__21004,Unknown,?
building_map_dom_points.21005,POINT (-61.37723592766872 15.261869592846082),Unknown Point Feature,B__21005,Unknown,?
building_map_dom_points.21006,POINT (-61.37668019187948 15.261901720378619),Unknown Point Feature,B__21006,Unknown,?
building_map_dom_points.21007,POINT (-61.37628334021829 15.261853656659431),Unknown Point Feature,B__21007,Unknown,?
building_map_dom_points.21008,POINT (-61.376796089540434 15.261812180951209),Unknown Point Feature,B__21008,Unknown,?
building_map_dom_points.21009,POINT (-61.37361366736566 15.261761999349345),Unknown Point Feature,B__21009,Unknown,?
building_map_dom_points.21010,POINT (-61.37655809311164 15.26173815440101),Unknown Point Feature,B__21010,Unknown,?
building_map_dom_points.21011,POINT (-61.37349320272093 15.261688822382833),Unknown Point Feature,B__21011,Unknown,?
building_map_dom_points.21012,POINT (-61.37678398361127 15.261721714554003),Unknown Point Feature,B__21012,Unknown,?
building_map_dom_points.21013,POINT (-61.37627005917131 15.261663765158348),Unknown Point Feature,B__21013,Unknown,?
building_map_dom_points.21014,POINT (-61.318844774593686 15.261138713874153),Unknown Point Feature,B__21014,Unknown,?
building_map_dom_points.21015,POINT (-61.318511718294346 15.261265050396112),Unknown Point Feature,B__21015,Unknown,?
building_map_dom_points.21016,POINT (-61.376728266433126 15.261703235325594),Unknown Point Feature,B__21016,Unknown,?
building_map_dom_points.21017,POINT (-61.377205648051486 15.261670540387135),Unknown Point Feature,B__21017,Unknown,?
building_map_dom_points.21018,POINT (-61.37645736903394 15.261619932547553),Unknown Point Feature,B__21018,Unknown,?
building_map_dom_points.21019,POINT (-61.31847231421672 15.261147265440904),Unknown Point Feature,B__21019,Unknown,?
building_map_dom_points.21020,POINT (-61.37728595762486 15.261517477901048),Unknown Point Feature,B__21020,Unknown,?
building_map_dom_points.21021,POINT (-61.37356434469212 15.261517619233524),Unknown Point Feature,B__21021,Unknown,?
building_map_dom_points.21022,POINT (-61.37646203265217 15.2614572846273),Unknown Point Feature,B__21022,Unknown,?
building_map_dom_points.21023,POINT (-61.37676124197235 15.261450413671831),Unknown Point Feature,B__21023,Unknown,?
building_map_dom_points.21024,POINT (-61.37312750264089 15.261424070588225),Unknown Point Feature,B__21024,Unknown,?
building_map_dom_points.21025,POINT (-61.37701586464063 15.261379954376196),Unknown Point Feature,B__21025,Unknown,?
building_map_dom_points.21026,POINT (-61.377326216491305 15.261427390582615),Unknown Point Feature,B__21026,Unknown,?
building_map_dom_points.21027,POINT (-61.37572067850419 15.26129827013172),Unknown Point Feature,B__21027,Unknown,?
building_map_dom_points.21028,POINT (-61.37663054036724 15.261295823321811),Unknown Point Feature,B__21028,Unknown,?
building_map_dom_points.21029,POINT (-61.376494281412384 15.261258685004211),Unknown Point Feature,B__21029,Unknown,?
building_map_dom_points.21030,POINT (-61.376789782999964 15.261269862878521),Unknown Point Feature,B__21030,Unknown,?
building_map_dom_points.21031,POINT (-61.37550735444739 15.261269610666476),Unknown Point Feature,B__21031,Unknown,?
building_map_dom_points.21032,POINT (-61.318445209393325 15.260848819873697),Unknown Point Feature,B__21032,Unknown,?
building_map_dom_points.21033,POINT (-61.31836276380944 15.260875314321908),Unknown Point Feature,B__21033,Unknown,?
building_map_dom_points.21034,POINT (-61.37594489248551 15.261272781075563),Unknown Point Feature,B__21034,Unknown,?
building_map_dom_points.21035,POINT (-61.31813735138289 15.260783246763939),Unknown Point Feature,B__21035,Unknown,?
building_map_dom_points.21036,POINT (-61.37624334648757 15.261202640217107),Unknown Point Feature,B__21036,Unknown,?
building_map_dom_points.21037,POINT (-61.37601023836874 15.261128648569754),Unknown Point Feature,B__21037,Unknown,?
building_map_dom_points.21038,POINT (-61.318360036030285 15.260730691564321),Unknown Point Feature,B__21038,Unknown,?
building_map_dom_points.21039,POINT (-61.37574969225204 15.261081571494044),Unknown Point Feature,B__21039,Unknown,?
building_map_dom_points.21040,POINT (-61.37742290295354 15.261111764807803),Unknown Point Feature,B__21040,Unknown,?
building_map_dom_points.21041,POINT (-61.375500994657386 15.261097845072367),Unknown Point Feature,B__21041,Unknown,?
building_map_dom_points.21042,POINT (-61.376993232858815 15.261144805779715),Unknown Point Feature,B__21042,Unknown,?
building_map_dom_points.21043,POINT (-61.376667684455605 15.261106296979237),Unknown Point Feature,B__21043,Unknown,?
building_map_dom_points.21044,POINT (-61.37629319286223 15.261076471078034),Unknown Point Feature,B__21044,Unknown,?
building_map_dom_points.21045,POINT (-61.374028842707844 15.26104198231243),Unknown Point Feature,B__21045,Unknown,?
building_map_dom_points.21046,POINT (-61.373628542764855 15.261039078380692),Unknown Point Feature,B__21046,Unknown,?
building_map_dom_points.21047,POINT (-61.37272102545912 15.261014416533706),Unknown Point Feature,B__21047,Unknown,?
building_map_dom_points.21048,POINT (-61.37699420488271 15.261018282574026),Unknown Point Feature,B__21048,Unknown,?
building_map_dom_points.21049,POINT (-61.3184767020644 15.260596002084803),Unknown Point Feature,B__21049,Unknown,?
building_map_dom_points.21050,POINT (-61.31837335502173 15.260568113897067),Unknown Point Feature,B__21050,Unknown,?
building_map_dom_points.21051,POINT (-61.375986043426174 15.260965791611921),Unknown Point Feature,B__21051,Unknown,?
building_map_dom_points.21052,POINT (-61.37550492360253 15.260980381250961),Unknown Point Feature,B__21052,Unknown,?
building_map_dom_points.21053,POINT (-61.37541676318505 15.260943590871467),Unknown Point Feature,B__21053,Unknown,?
building_map_dom_points.21054,POINT (-61.374135043654896 15.260952373980487),Unknown Point Feature,B__21054,Unknown,?
building_map_dom_points.21055,POINT (-61.377134469422316 15.260937957204249),Unknown Point Feature,B__21055,Unknown,?
building_map_dom_points.21056,POINT (-61.37400640414429 15.260933365197133),Unknown Point Feature,B__21056,Unknown,?
building_map_dom_points.21057,POINT (-61.373857455396546 15.260932284740404),Unknown Point Feature,B__21057,Unknown,?
building_map_dom_points.21058,POINT (-61.318095607847624 15.260520841933786),Unknown Point Feature,B__21058,Unknown,?
building_map_dom_points.21059,POINT (-61.37670998547751 15.260871618597553),Unknown Point Feature,B__21059,Unknown,?
building_map_dom_points.21060,POINT (-61.37584047552688 15.260928585484148),Unknown Point Feature,B__21060,Unknown,?
building_map_dom_points.21061,POINT (-61.37737665037113 15.260921634612089),Unknown Point Feature,B__21061,Unknown,?
building_map_dom_points.21062,POINT (-61.37641813872838 15.260869505012002),Unknown Point Feature,B__21062,Unknown,?
building_map_dom_points.21063,POINT (-61.375766140049194 15.260909971144594),Unknown Point Feature,B__21063,Unknown,?
building_map_dom_points.21064,POINT (-61.375528891790395 15.260890176254728),Unknown Point Feature,B__21064,Unknown,?
building_map_dom_points.21065,POINT (-61.374351404508126 15.260863564493894),Unknown Point Feature,B__21065,Unknown,?
building_map_dom_points.21066,POINT (-61.37295980453088 15.260835392600999),Unknown Point Feature,B__21066,Unknown,?
building_map_dom_points.21067,POINT (-61.377479608076804 15.260850076835604),Unknown Point Feature,B__21067,Unknown,?
building_map_dom_points.21068,POINT (-61.375995121151604 15.260794137832054),Unknown Point Feature,B__21068,Unknown,?
building_map_dom_points.21069,POINT (-61.375774592616715 15.260819653689454),Unknown Point Feature,B__21069,Unknown,?
building_map_dom_points.21070,POINT (-61.37555229265074 15.260772853534743),Unknown Point Feature,B__21070,Unknown,?
building_map_dom_points.21071,POINT (-61.37632073831321 15.26082361018269),Unknown Point Feature,B__21071,Unknown,?
building_map_dom_points.21072,POINT (-61.31808279547086 15.260376143522656),Unknown Point Feature,B__21072,Unknown,?
building_map_dom_points.21073,POINT (-61.3770285661976 15.260711243611883),Unknown Point Feature,B__21073,Unknown,?
building_map_dom_points.21074,POINT (-61.376885629638934 15.260710208710485),Unknown Point Feature,B__21074,Unknown,?
building_map_dom_points.21075,POINT (-61.37576398672491 15.260584592221946),Unknown Point Feature,B__21075,Unknown,?
building_map_dom_points.21076,POINT (-61.37322157805286 15.260692686685427),Unknown Point Feature,B__21076,Unknown,?
building_map_dom_points.21077,POINT (-61.31829042448585 15.260314437746683),Unknown Point Feature,B__21077,Unknown,?
building_map_dom_points.21078,POINT (-61.37632636536702 15.260697120729825),Unknown Point Feature,B__21078,Unknown,?
building_map_dom_points.21079,POINT (-61.37645059573652 15.260643793271305),Unknown Point Feature,B__21079,Unknown,?
building_map_dom_points.21080,POINT (-61.374017730573044 15.260671349321123),Unknown Point Feature,B__21080,Unknown,?
building_map_dom_points.21081,POINT (-61.375535422703656 15.260646201116556),Unknown Point Feature,B__21081,Unknown,?
building_map_dom_points.21082,POINT (-61.37303129454567 15.26061900285101),Unknown Point Feature,B__21082,Unknown,?
building_map_dom_points.21083,POINT (-61.377202133724616 15.260613083535588),Unknown Point Feature,B__21083,Unknown,?
building_map_dom_points.21084,POINT (-61.37601378602017 15.260586402017589),Unknown Point Feature,B__21084,Unknown,?
building_map_dom_points.21085,POINT (-61.37436273049784 15.260601548556577),Unknown Point Feature,B__21085,Unknown,?
building_map_dom_points.21086,POINT (-61.37631323490855 15.260588571157694),Unknown Point Feature,B__21086,Unknown,?
building_map_dom_points.21087,POINT (-61.37382960832213 15.260498265328806),Unknown Point Feature,B__21087,Unknown,?
building_map_dom_points.21088,POINT (-61.37550867618251 15.260492363517995),Unknown Point Feature,B__21088,Unknown,?
building_map_dom_points.21089,POINT (-61.37457281518478 15.260521731164275),Unknown Point Feature,B__21089,Unknown,?
building_map_dom_points.21090,POINT (-61.374351789300434 15.260511090566043),Unknown Point Feature,B__21090,Unknown,?
building_map_dom_points.21091,POINT (-61.37715004847446 15.260468100468058),Unknown Point Feature,B__21091,Unknown,?
building_map_dom_points.21092,POINT (-61.37733809033018 15.260487537436942),Unknown Point Feature,B__21092,Unknown,?
building_map_dom_points.21093,POINT (-61.37605326941296 15.260496309336428),Unknown Point Feature,B__21093,Unknown,?
building_map_dom_points.21094,POINT (-61.37593683385212 15.260504503691417),Unknown Point Feature,B__21094,Unknown,?
building_map_dom_points.21095,POINT (-61.373503083025675 15.260405517812114),Unknown Point Feature,B__21095,Unknown,?
building_map_dom_points.21096,POINT (-61.37327507547348 15.260394825510723),Unknown Point Feature,B__21096,Unknown,?
building_map_dom_points.21097,POINT (-61.37313529724481 15.260411886874886),Unknown Point Feature,B__21097,Unknown,?
building_map_dom_points.21098,POINT (-61.374759835100825 15.260414632743002),Unknown Point Feature,B__21098,Unknown,?
building_map_dom_points.21099,POINT (-61.37298662732275 15.260374656458097),Unknown Point Feature,B__21099,Unknown,?
building_map_dom_points.21100,POINT (-61.37488113378489 15.260379360654042),Unknown Point Feature,B__21100,Unknown,?
building_map_dom_points.21101,POINT (-61.374094569614726 15.260364619285502),Unknown Point Feature,B__21101,Unknown,?
building_map_dom_points.21102,POINT (-61.317895342606754 15.25994996782693),Unknown Point Feature,B__21102,Unknown,?
building_map_dom_points.21103,POINT (-61.37759485931921 15.260389979258678),Unknown Point Feature,B__21103,Unknown,?
building_map_dom_points.21104,POINT (-61.3770323104128 15.26023226333793),Unknown Point Feature,B__21104,Unknown,?
building_map_dom_points.21105,POINT (-61.37463750081038 15.260332404997063),Unknown Point Feature,B__21105,Unknown,?
building_map_dom_points.21106,POINT (-61.37312647512103 15.260348557830374),Unknown Point Feature,B__21106,Unknown,?
building_map_dom_points.21107,POINT (-61.37710167529166 15.260359295768593),Unknown Point Feature,B__21107,Unknown,?
building_map_dom_points.21108,POINT (-61.374760599846965 15.260315221756997),Unknown Point Feature,B__21108,Unknown,?
building_map_dom_points.21109,POINT (-61.37681343461502 15.26031201949617),Unknown Point Feature,B__21109,Unknown,?
building_map_dom_points.21110,POINT (-61.375778900360444 15.260259336947968),Unknown Point Feature,B__21110,Unknown,?
building_map_dom_points.21111,POINT (-61.37548366695926 15.26011259177483),Unknown Point Feature,B__21111,Unknown,?
building_map_dom_points.21112,POINT (-61.37486281144223 15.26018943262319),Unknown Point Feature,B__21112,Unknown,?
building_map_dom_points.21113,POINT (-61.37433341642188 15.260176556332361),Unknown Point Feature,B__21113,Unknown,?
building_map_dom_points.21114,POINT (-61.37575884620583 15.260042282757372),Unknown Point Feature,B__21114,Unknown,?
building_map_dom_points.21115,POINT (-61.37666425391594 15.260139219661763),Unknown Point Feature,B__21115,Unknown,?
building_map_dom_points.21116,POINT (-61.37475316766485 15.260071145478735),Unknown Point Feature,B__21116,Unknown,?
building_map_dom_points.21117,POINT (-61.377587770859265 15.260100715878833),Unknown Point Feature,B__21117,Unknown,?
building_map_dom_points.21118,POINT (-61.377066590263276 15.260078867629206),Unknown Point Feature,B__21118,Unknown,?
building_map_dom_points.21119,POINT (-61.373250139871736 15.26000601655388),Unknown Point Feature,B__21119,Unknown,?
building_map_dom_points.21120,POINT (-61.374320912860675 15.259986670496177),Unknown Point Feature,B__21120,Unknown,?
building_map_dom_points.21121,POINT (-61.373529765340734 15.259962856180016),Unknown Point Feature,B__21121,Unknown,?
building_map_dom_points.21122,POINT (-61.376282700856876 15.260018964036254),Unknown Point Feature,B__21122,Unknown,?
building_map_dom_points.21123,POINT (-61.37756060644091 15.26000110263024),Unknown Point Feature,B__21123,Unknown,?
